origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,departure_time,delay
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,860,2024-09-11 03:22:03,-50
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,751,2024-09-11 04:22:03,-159
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,950,2024-09-11 05:22:03,40
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,909,2024-09-11 06:22:03,-1
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,961,2024-09-11 07:22:03,51
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1210,2024-09-11 08:22:03,300
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1394,2024-09-11 09:22:03,484
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1412,2024-09-11 10:22:03,502
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1544,2024-09-11 11:22:03,634
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1571,2024-09-11 12:22:03,661
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1588,2024-09-11 13:22:03,678
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1395,2024-09-11 14:22:03,485
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,801,2024-09-11 15:22:03,-109
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1042,2024-09-11 16:22:03,132
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,1922,2024-09-12 17:22:03,-366
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,1592,2024-09-12 18:22:03,-696
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,1922,2024-09-12 19:22:03,-366
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,1665,2024-09-12 20:22:03,-623
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,1783,2024-09-12 21:22:03,-505
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,1686,2024-09-12 22:22:03,-602
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,1315,2024-09-12 23:22:03,-973
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,1658,2024-09-12 00:22:03,-630
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2175,2024-09-12 01:22:03,-113
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2572,2024-09-12 02:22:03,284
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2274,2024-09-12 03:22:03,-14
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,3178,2024-09-12 04:22:03,890
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2522,2024-09-12 05:22:03,234
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,3034,2024-09-12 06:22:03,746
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2933,2024-09-12 07:22:03,645
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2933,2024-09-12 08:22:03,645
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2977,2024-09-12 09:22:03,689
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2783,2024-09-12 10:22:03,495
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2797,2024-09-12 11:22:03,509
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,3523,2024-09-12 12:22:03,1235
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,3370,2024-09-12 13:22:03,1082
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,3098,2024-09-12 14:22:03,810
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2399,2024-09-12 15:22:03,111
"Ballygunge, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",19955,2288,2014,2024-09-12 16:22:03,-274
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1336,2024-09-12 17:22:03,-574
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1674,2024-09-12 18:22:03,-236
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1505,2024-09-12 19:22:03,-405
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1365,2024-09-12 20:22:03,-545
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1751,2024-09-12 21:22:03,-159
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1342,2024-09-12 22:22:03,-568
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1380,2024-09-12 23:22:03,-530
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1586,2024-09-12 00:22:03,-324
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1912,2024-09-12 01:22:03,2
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1905,2024-09-12 02:22:03,-5
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2450,2024-09-12 03:22:03,540
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,3033,2024-09-12 04:22:03,1123
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2584,2024-09-12 05:22:03,674
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2456,2024-09-12 06:22:03,546
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2013,2024-09-12 07:22:03,103
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2558,2024-09-12 08:22:03,648
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2619,2024-09-12 09:22:03,709
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2257,2024-09-12 10:22:03,347
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,1993,2024-09-12 11:22:03,83
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2581,2024-09-12 12:22:03,671
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2817,2024-09-12 13:22:03,907
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2276,2024-09-12 14:22:03,366
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2012,2024-09-12 15:22:03,102
"Ballygunge, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16471,1910,2028,2024-09-12 16:22:03,118
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,3935,2024-09-12 17:22:03,38
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,3183,2024-09-12 18:22:03,-714
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,3013,2024-09-12 19:22:03,-884
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,2537,2024-09-12 20:22:03,-1360
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,2973,2024-09-12 21:22:03,-924
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,2806,2024-09-12 22:22:03,-1091
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,2488,2024-09-12 23:22:03,-1409
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,2676,2024-09-12 00:22:03,-1221
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,3469,2024-09-12 01:22:03,-428
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,3991,2024-09-12 02:22:03,94
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4731,2024-09-12 03:22:03,834
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4799,2024-09-12 04:22:03,902
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4522,2024-09-12 05:22:03,625
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4802,2024-09-12 06:22:03,905
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4991,2024-09-12 07:22:03,1094
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4987,2024-09-12 08:22:03,1090
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4914,2024-09-12 09:22:03,1017
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,5066,2024-09-12 10:22:03,1169
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4936,2024-09-12 11:22:03,1039
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,5125,2024-09-12 12:22:03,1228
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,5888,2024-09-12 13:22:03,1991
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,5267,2024-09-12 14:22:03,1370
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4299,2024-09-12 15:22:03,402
"Ballygunge, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",31032,3897,4143,2024-09-12 16:22:03,246
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6403,1309,1111,2024-09-12 17:22:03,-198
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,782,2024-09-12 18:22:03,-562
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6403,1309,841,2024-09-12 19:22:03,-468
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6403,1309,897,2024-09-12 20:22:03,-412
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6403,1309,608,2024-09-12 21:22:03,-701
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6403,1309,1010,2024-09-12 22:22:03,-299
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,919,2024-09-12 23:22:03,-425
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,964,2024-09-12 00:22:03,-380
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1128,2024-09-12 01:22:03,-216
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9617,1459,1603,2024-09-12 02:22:03,144
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6247,1297,1447,2024-09-12 03:22:03,150
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1613,2024-09-12 04:22:03,269
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1773,2024-09-12 05:22:03,429
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,2033,2024-09-12 06:22:03,689
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1664,2024-09-12 07:22:03,320
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,2048,2024-09-12 08:22:03,704
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1703,2024-09-12 09:22:03,359
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1583,2024-09-12 10:22:03,239
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1952,2024-09-12 11:22:03,608
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1779,2024-09-12 12:22:03,435
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1629,2024-09-12 13:22:03,285
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1781,2024-09-12 14:22:03,437
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1225,2024-09-12 15:22:03,-119
"Ballygunge, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",6518,1344,1334,2024-09-12 16:22:03,-10
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5063,999,636,2024-09-12 17:22:03,-363
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,872,2024-09-12 18:22:03,-122
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,930,2024-09-12 19:22:03,-64
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,402,2024-09-12 20:22:03,-592
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,493,2024-09-12 21:22:03,-501
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,449,2024-09-12 22:22:03,-545
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,594,2024-09-12 23:22:03,-400
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,580,2024-09-12 00:22:03,-414
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,810,2024-09-12 01:22:03,-184
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,1248,2024-09-12 02:22:03,254
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,779,2024-09-12 03:22:03,-215
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,1451,2024-09-12 04:22:03,457
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,1122,2024-09-12 05:22:03,128
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",5064,994,1240,2024-09-12 06:22:03,246
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,1232,2024-09-12 07:22:03,165
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,1494,2024-09-12 08:22:03,427
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",6075,1227,1375,2024-09-12 09:22:03,148
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,1749,2024-09-12 10:22:03,682
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,1023,2024-09-12 11:22:03,-44
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,1236,2024-09-12 12:22:03,169
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,1799,2024-09-12 13:22:03,732
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,1442,2024-09-12 14:22:03,375
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,821,2024-09-12 15:22:03,-246
"Ballygunge, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",7801,1067,915,2024-09-12 16:22:03,-152
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1664,2024-09-12 17:22:03,-448
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2017,2024-09-12 18:22:03,-95
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1693,2024-09-12 19:22:03,-419
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1476,2024-09-12 20:22:03,-636
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1366,2024-09-12 21:22:03,-746
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1409,2024-09-12 22:22:03,-703
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1298,2024-09-12 23:22:03,-814
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1837,2024-09-12 00:22:03,-275
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2009,2024-09-12 01:22:03,-103
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1665,2024-09-12 02:22:03,-447
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2471,2024-09-12 03:22:03,359
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2996,2024-09-12 04:22:03,884
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2357,2024-09-12 05:22:03,245
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2128,2024-09-12 06:22:03,16
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2628,2024-09-12 07:22:03,516
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2532,2024-09-12 08:22:03,420
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2572,2024-09-12 09:22:03,460
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2172,2024-09-12 10:22:03,60
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2799,2024-09-12 11:22:03,687
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2662,2024-09-12 12:22:03,550
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,3310,2024-09-12 13:22:03,1198
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2999,2024-09-12 14:22:03,887
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,2271,2024-09-12 15:22:03,159
"Ruby General Hospital, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",18286,2112,1799,2024-09-12 16:22:03,-313
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1221,2024-09-12 17:22:03,-513
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1291,2024-09-12 18:22:03,-443
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1412,2024-09-12 19:22:03,-322
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1652,2024-09-12 20:22:03,-82
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1241,2024-09-12 21:22:03,-493
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1282,2024-09-12 22:22:03,-452
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1448,2024-09-12 23:22:03,-286
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1577,2024-09-12 00:22:03,-157
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1247,2024-09-12 01:22:03,-487
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1699,2024-09-12 02:22:03,-35
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,2358,2024-09-12 03:22:03,624
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,2549,2024-09-12 04:22:03,815
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,2640,2024-09-12 05:22:03,906
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,2493,2024-09-12 06:22:03,759
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1755,2024-09-12 07:22:03,21
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1805,2024-09-12 08:22:03,71
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,2183,2024-09-12 09:22:03,449
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1734,2024-09-12 10:22:03,0
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1655,2024-09-12 11:22:03,-79
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1955,2024-09-12 12:22:03,221
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,2241,2024-09-12 13:22:03,507
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1768,2024-09-12 14:22:03,34
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,2008,2024-09-12 15:22:03,274
"Ruby General Hospital, Kolkata, West Bengal","New Town, Kolkata, West Bengal",14802,1734,1321,2024-09-12 16:22:03,-413
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4219,2024-09-12 17:22:03,498
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,3031,2024-09-12 18:22:03,-690
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,3055,2024-09-12 19:22:03,-666
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,2704,2024-09-12 20:22:03,-1017
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,2468,2024-09-12 21:22:03,-1253
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,2351,2024-09-12 22:22:03,-1370
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,2267,2024-09-12 23:22:03,-1454
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,2710,2024-09-12 00:22:03,-1011
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,2917,2024-09-12 01:22:03,-804
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4019,2024-09-12 02:22:03,298
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4076,2024-09-12 03:22:03,355
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4871,2024-09-12 04:22:03,1150
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4432,2024-09-12 05:22:03,711
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4641,2024-09-12 06:22:03,920
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4625,2024-09-12 07:22:03,904
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4669,2024-09-12 08:22:03,948
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4527,2024-09-12 09:22:03,806
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4434,2024-09-12 10:22:03,713
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4517,2024-09-12 11:22:03,796
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4783,2024-09-12 12:22:03,1062
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,5068,2024-09-12 13:22:03,1347
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4703,2024-09-12 14:22:03,982
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,4225,2024-09-12 15:22:03,504
"Ruby General Hospital, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",29363,3721,3716,2024-09-12 16:22:03,-5
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11832,1764,1714,2024-09-12 17:22:03,-50
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11832,1764,1357,2024-09-12 18:22:03,-407
"Ruby General Hospital, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",11832,1764,1416,2024-09-12 19:22:03,-348
